id,budget,revenue,popularity,vote_average,release_year,director
135397,150000000,1513528810,32.985763,6.5,2015,Colin Trevorrow
76341,150000000,378436354,28.419936,7.1,2015,George Miller
262500,110000000,295238201,13.112507,6.3,2015,Robert Schwentke
140607,200000000,2068178225,11.173104,7.5,2015,J.J. Abrams
168259,190000000,1506249360,9.335014,7.3,2015,James Wan
281957,135000000,532950503,9.1107,7.2,2015,Alejandro Gonz¨¢lez I?¨¢rritu
87101,155000000,440603537,8.654359,5.8,2015,Alan Taylor
286217,108000000,595380321,7.6674,7.6,2015,Ridley Scott
211672,74000000,1156730962,7.404165,6.5,2015,Kyle Balda
150540,175000000,853708609,6.326804,8.0,2015,Pete Docter
206647,245000000,880674609,6.200282,6.2,2015,Sam Mendes
76757,176000003,183987723,6.189369,5.2,2015,Lana Wachowski
264660,15000000,36869414,6.118847,7.6,2015,Alex Garland
257344,88000000,243637091,5.984995,5.8,2015,Chris Columbus
99861,280000000,1405035767,5.944927,7.4,2015,Joss Whedon
273248,44000000,155760117,5.8984,7.4,2015,Quentin Tarantino
260346,48000000,325771424,5.749758,6.1,2015,Olivier Megaton
102899,130000000,518602163,5.573184,7.0,2015,Peyton Reed
150689,95000000,542351353,5.556818,6.8,2015,Kenneth Branagh
131634,160000000,650523427,5.476958,6.5,2015,Francis Lawrence
158852,190000000,209035668,5.462138,6.2,2015,Brad Bird
307081,30000000,91709827,5.337064,7.3,2015,Antoine Fuqua
254128,110000000,470490832,4.907832,6.1,2015,Brad Peyton
216015,40000000,569651467,4.710402,5.3,2015,Sam Taylor-Johnson
318846,28000000,133346506,4.648046,7.3,2015,Adam McKay
177677,150000000,682330139,4.566713,7.1,2015,Christopher McQuarrie
214756,68000000,215863606,4.564549,6.3,2015,Seth MacFarlane
207703,81000000,403802136,4.503789,7.6,2015,Matthew Vaughn
314365,20000000,88346473,4.062293,7.8,2015,Tom McCarthy
294254,61000000,311256926,3.968891,6.4,2015,Wes Ball
280996,0,29355203,3.927333,6.4,2015,Bill Condon
198184,49000000,102069268,3.899557,6.6,2015,Neill Blomkamp
254470,29000000,287506194,3.877764,6.8,2015,Elizabeth Banks
296098,40000000,162610473,3.64821,7.1,2015,Steven Spielberg
257445,58000000,150170815,3.644541,6.2,2015,Rob Letterman
264644,6000000,35401758,3.557846,8.0,2015,Lenny Abrahamson
339527,0,22354572,3.358321,6.2,2015,Afonso Poyart
105864,175000000,331926147,3.339135,6.6,2015,Peter Sohn
241554,50000000,71561644,3.23737,6.3,2015,Jaume Collet-Serra
167073,11000000,62076141,3.227329,7.3,2015,John Crowley
277216,28000000,201634991,3.202719,7.7,2015,F. Gary Gray
274854,90000000,140396650,3.080505,5.6,2015,Breck Eisner
321697,30000000,34441873,3.079522,6.9,2015,Danny Boyle
203801,75000000,108145109,3.053421,7.0,2015,Guy Ritchie
293863,25000000,42629776,3.025852,7.3,2015,Lee Toland Krieger
325348,10000000,14333790,3.023253,5.9,2015,Ilya Naishuller
228161,135000000,368871007,2.976436,6.9,2015,Tim Johnson
286565,12000000,85512300,2.968254,6.2,2015,Jake Schreier
265208,30000000,0,2.93234,5.3,2015,Simon West
254320,4000000,9064511,2.885126,6.6,2015,Yorgos Lanthimos
258480,11800000,40272135,2.883233,7.1,2015,Todd Haynes
257211,35000000,194564672,2.814802,7.1,2015,Nancy Meyers
253412,55000000,203427584,2.798017,6.7,2015,Baltasar Korm¨¢kur
274479,60000000,101134059,2.793297,6.4,2015,David O. Russell
257088,105000000,133718711,2.614499,5.5,2015,Ericson Core
295964,20000000,36606743,2.584264,6.3,2015,John Wells
238615,26000000,30523226,2.578919,6.2,2015,Tarsem Singh
210860,60000000,30418560,2.575711,5.3,2015,David Koepp
306819,15000000,64191523,2.557859,7.3,2015,Tom Hooper
201088,70000000,17752940,2.550747,5.0,2015,Michael Mann
273481,30000000,84025816,2.487849,7.1,2015,Denis Villeneuve
166424,120000001,167977596,2.487042,4.4,2015,Josh Trank
310131,3500000,40423945,2.46449,5.8,2015,Robert Eggers
238713,65000000,235666219,2.404473,6.9,2015,Paul Feig
256591,50100000,153962963,2.395366,6.7,2015,Glenn Ficarra
249070,35000000,82347656,2.354654,5.5,2015,Aleksander Bach
205775,100000000,93820758,2.345821,6.4,2015,Ron Howard
334074,20000000,0,2.331636,5.4,2015,James McTeigue
312221,35000000,137935567,2.331567,7.3,2015,Ryan Coogler
271718,35000000,140795793,2.31767,6.1,2015,Judd Apatow
333352,13000000,32848185,2.29573,7.2,2015,Gavin Hood
276907,25000000,42972994,2.28135,6.7,2015,Brian Helgeland
284289,0,45895,2.272044,5.5,2015,Jean-Baptiste L¨¦onetti
266647,150000000,128388320,2.234573,5.9,2015,Joe Wright
347096,0,0,2.165433,5.1,2015,Anne K. Black
308369,0,0,2.141506,7.7,2015,Alfonso Gomez-Rejon
227973,99000000,246233113,2.140199,6.4,2015,Steve Martino
321741,35000000,48623572,2.121884,6.9,2015,Peter Landesman
296100,25000000,52395996,2.096273,6.1,2015,Jonathan Levine
263472,2500000,5214043,2.080935,4.8,2015,Eli Roth
228205,34000000,63013281,2.070708,7.3,2015,"George Tillman, Jr."
159824,80000000,466183544,2.060162,6.8,2015,Genndy Tartakovsky
333348,17000000,24000000,2.055572,5.3,2015,Jessie Nelson
285783,35000000,61181942,2.049886,6.8,2015,Robert Zemeckis
290764,11000000,1863315,2.026651,5.9,2015,Daniel Benmayor
296099,31000000,104384188,2.000338,6.1,2015,John Francis Daley
243688,35000000,95437994,1.984529,5.0,2015,Gil Kenan
287424,4000000,187112,1.980039,5.1,2015,Henry Hobson
301875,0,2000000,1.959765,5.6,2015,Drake Doremus
181283,50000000,3324330,1.95632,5.9,2015,Daniel Espinosa
328425,5000000,58978653,1.926739,6.6,2015,Joel Edgerton
274167,50000000,240360392,1.904898,5.7,2015,Sean Anders
370687,0,0,1.876037,5.4,2015,A. Todd Smith
307663,10000000,0,1.872696,4.1,2015,Brian A Miller
309809,64000000,97571250,1.865007,7.5,2015,Mark Osborne
258509,0,233755553,1.841779,5.7,2015,Walt Becker
298382,11930000,18340000,1.82313,6.9,2015,Jocelyn Moorhouse
272693,8500000,43528634,1.758618,6.8,2015,Ari Sandel
283445,10000000,52882018,1.742286,5.5,2015,Ciaran Foy
256961,30000000,107597242,1.73518,5.3,2015,Andy Fickman
326359,0,0,1.724712,7.0,2015,Chris Buck
254302,0,0,1.661789,5.4,2015,Ben Wheatley
241251,4000000,50163103,1.651078,3.9,2015,Rob Cohen
292040,0,0,1.646664,5.6,2015,Bharat Nalluri
188222,30000000,49263404,1.532997,6.2,2015,Doug Ellin
252838,23000000,79799880,1.510096,6.5,2015,Jeremy Garelick
273477,15000000,14860766,1.499614,6.2,2015,Christopher B. Landon
298312,5000000,98450062,1.495112,5.9,2015,M. Night Shyamalan
261023,53000000,99775678,1.483246,6.3,2015,Scott Cooper
336004,8900000,50136,1.449072,5.4,2015,Scott Mann
287903,15000000,61548707,1.448002,5.9,2015,Michael Dougherty
182560,20000000,208588,1.443406,5.7,2015,Gilles Paquet-Brenner
192141,5000000,54418872,1.41239,6.7,2015,John Erick Dowdle
308639,700000,17986781,1.40805,7.3,2015,Rick Famuyiwa
261392,28000000,28208085,1.388251,5.9,2015,Nima Nourizadeh
304357,11000000,61619773,1.388032,7.3,2015,Simon Curtis
297291,0,0,1.38032,4.5,2015,Mike Elliott
266294,30000000,105011053,1.376605,5.9,2015,Jason Moore
227719,12000000,32248241,1.360926,6.3,2015,Dean Israelite
86828,0,5189646,1.360827,5.8,2015,Terry Jones
287948,25000000,72629670,1.355822,5.3,2015,Camille Delamarre
201085,55000000,74679822,1.345982,6.4,2015,Guillermo del Toro
277355,0,0,1.342839,5.1,2015,Joe Lynch
264999,14800000,122413057,1.338481,6.3,2015,Gregory Jacobs
146301,10000000,78099553,1.338322,5.0,2015,Gregory Plotkin
223485,0,229094,1.329702,6.6,2015,John Maclean
294016,15000000,8235661,1.316239,7.2,2015,Jay Roach
290751,19500000,32189727,1.315266,6.2,2015,Billy Ray
309245,0,2500431,1.29314,6.4,2015,Noah Baumbach
228165,74000000,311594032,1.291013,5.7,2015,Paul Tibbitt
245706,0,4719695,1.284541,6.0,2015,Rupert Goold
272878,20000000,43967255,1.278928,7.0,2015,Boaz Yakin
263109,0,59700000,1.25358,6.9,2015,Mark Burton
157827,11000000,0,1.251681,6.3,2015,Joachim Trier
321751,0,1702433,1.245224,6.3,2015,Fernando Le¨®n de Aranoa
266396,40000000,10664749,1.225325,5.6,2015,Pierre Morel
277685,1000000,62882090,1.191138,5.6,2015,Levan Gabriadze
268920,35000000,51680201,1.178831,5.5,2015,Anne Fletcher
280092,10000000,104303851,1.164724,6.3,2015,Leigh Whannell
193687,0,118483,1.161812,5.5,2015,Craig Zobel
300803,0,0,1.144808,4.5,2015,Colin Teague
328589,6000000,41387687,1.142518,5.9,2015,Nicholas Hytner
228066,40000000,34227298,1.138395,5.5,2015,Paul McGuigan
378373,0,0,1.128081,7.5,2015,Gerado Olivares
291270,8000000,3759286,1.125239,6.7,2015,Duke Johnson
294963,1800000,0,1.073349,6.3,2015,S. Craig Zahler
241257,0,17671101,1.065888,5.2,2015,Alejandro Amen¨¢bar
245698,0,0,1.063055,6.6,2015,Edward Zwick
353326,0,11472454,1.046518,7.1,2015,Matt Brown
346808,20000000,0,1.041922,5.8,2015,Stephen S. Campanelli
250124,2000000,1477002,1.03839,6.8,2015,Marielle Heller
290637,0,0,1.036825,5.3,2015,Uli Edel
244458,0,0,1.02762,6.0,2015,Marjane Satrapi
308504,0,3643591,1.021441,6.3,2015,Kazuaki Kiriya
314405,12000000,0,1.008474,5.7,2015,Matteo Garrone
282984,11000000,27391084,1.007054,6.1,2015,Woody Allen
157843,15000000,0,0.973316,6.0,2015,Werner Herzog
275601,18000000,41325328,0.956096,5.5,2015,Jonathan Demme
290762,0,0,0.953647,7.2,2015,Catherine Hardwicke
251516,630019,0,0.953046,7.7,2015,David Sandberg
304372,12000000,60273173,0.950793,5.6,2015,David M. Rosenthal
324807,0,1936524,0.938432,5.8,2015,Luca Guadagnino
252512,10000000,7587485,0.93762,5.9,2015,Noah Baumbach
257091,40000000,106511453,0.927339,5.9,2015,Etan Cohen
228968,0,0,0.91704,5.8,2015,Daniel Alfredson
347969,60000000,0,0.913085,4.8,2015,Frank Coraci
237756,0,0,0.90686,5.1,2015,Kriv Stenders
293646,25000000,24902723,0.906036,5.8,2015,Patricia Riggen
245168,14000000,16002420,0.898296,7.1,2015,Sarah Gavron
311291,0,0,0.894477,6.0,2015,Andrew Haigh
301351,6000000,11122090,0.880938,6.2,2015,Max Joseph
248574,0,6075,0.880268,5.5,2015,Kyle Newman
225728,0,13192457,0.874641,6.4,2015,Justin Kurzel
326425,0,16775,0.872149,4.2,2015,Steven C. Miller
342474,0,0,0.861179,5.2,2015,Mary Agnes Donoghue
277217,0,0,0.848748,6.7,2015,Kenny Ortega
207936,0,0,0.843174,6.6,2015,Sean Mewshaw
250734,0,30229977,0.842202,6.9,2015,Thomas Vinterberg
249688,0,3002884,0.836941,7.3,2015,James Ponsoldt
268238,10000000,85978266,0.832487,6.4,2015,John Madden
256962,20000000,6420319,0.829111,7.1,2015,Alejandro Monteverde
322456,0,0,0.821443,6.4,2015,Brandon Vietti
302528,0,1986615,0.820691,7.7,2015,Atom Egoyan
222936,37000000,26250020,0.814206,5.2,2015,Cameron Crowe
316002,26000000,0,0.813893,3.6,2015,David O. Russell
365806,0,0,0.810667,5.3,2015,Ian Kirby
10317,28000000,7002261,0.795762,5.7,2015,David Gordon Green
334538,0,0,0.792471,5.1,2015,Patricia Rozema
306947,0,231737,0.787969,6.4,2015,Karyn Kusama
328901,0,0,0.781809,4.5,2015,Andrew Renzi
382517,0,0,0.773909,5.6,2015,David Feiss
310133,0,134552,0.77107,5.5,2015,Jon Watts
237584,0,0,0.768138,4.3,2015,William Monahan
288036,0,3214116,0.758133,6.2,2015,Leslye Headland
354110,11000000,0,0.747541,5.6,2015,Jon Cassar
331781,0,8413144,0.738404,7.5,2015,Asif Kapadia
253161,0,0,0.7299,5.3,2015,Sophie Barthes
312831,0,0,0.719407,4.9,2015,Corin Hardy
316322,0,0,0.714131,5.5,2015,Zeke Norton
301846,0,0,0.707355,4.9,2015,Paul Hyett
306745,7000000,573335,0.706023,7.1,2015,Peter Sollett
332340,0,0,0.70137,6.5,2015,Ben Palmer
292431,3000000,695269,0.699932,4.7,2015,Gaspar No¨¦
300693,9600000,2541554,0.69957,6.4,2015,James Vanderbilt
333381,0,0,0.696184,5.0,2015,Fouad Mikati
256924,10000000,10835752,0.690479,6.6,2015,Dan Fogelman
253414,15000000,3020664,0.689579,5.1,2015,Barry Levinson
254172,2240000,0,0.689571,7.0,2015,Gabriele Muccino
320588,1000000,14444999,0.673792,6.6,2015,Michael Showalter
157544,13000000,1784763,0.669351,4.5,2015,Mark Neveldine
283235,8000000,1411927,0.661471,6.8,2015,Ramin Bahrani
243938,14000000,12314651,0.661163,5.0,2015,Steve Pink
86835,0,0,0.654335,5.7,2015,Terrence Malick
254905,4000000,143101,0.654046,5.0,2015,David Gordon Green
309242,0,0,0.649628,5.7,2015,Ryan Fleck
332502,0,0,0.644786,4.2,2015,Matt Osterman
286192,0,0,0.640151,7.3,2015,James Ford Murphy
284674,0,0,0.638557,4.7,2015,Christian Cantamessa
360055,0,0,0.633608,5.0,2015,John Lyde
352179,0,0,0.629561,5.9,2015,Wayne Blair
246127,0,8034,0.607124,5.1,2015,Wim Wenders
338676,0,0,0.606113,5.3,2015,Miguel ¨¢ngel Vivas
330982,0,0,0.604928,3.6,2015,Brady Corbet
232572,8000000,35991087,0.602165,5.4,2015,Ken Kwapis
112454,0,0,0.599751,5.2,2015,Jon Watts
243940,3300000,64110728,0.599655,4.9,2015,David Gelb
321528,0,0,0.589472,6.8,2015,Jay Oliva
317744,8000000,0,0.586735,5.4,2015,Elizabeth Allen Rosenbaum
300792,0,0,0.584363,7.8,2015,Louie Psihoyos
239573,35000000,14431253,0.577814,4.9,2015,Ken Scott
167810,2000000,45431,0.570744,5.7,2015,Ryan Gosling
319075,0,0,0.569443,7.5,2015,Brett Morgen
316042,0,0,0.561032,5.7,2015,Paul Gross
334527,7000000,0,0.560744,5.9,2015,Jackie Earle Haley
300153,12000000,0,0.560423,5.9,2015,Anton Corbijn
228203,0,45710059,0.553238,7.4,2015,Niki Caro
332704,0,0,0.548587,5.4,2015,Michael Petroni
278236,0,0,0.547827,6.0,2015,Morgan Matthews
276839,3000000,0,0.546458,4.9,2015,Anthony Burns
326215,6000000,0,0.542568,5.7,2015,Toby Genkel
363689,0,0,0.5327,4.1,2015,Sheldon Wilson
318256,0,0,0.532239,5.9,2015,Jill Bauer
299245,100000,42664410,0.532205,5.0,2015,Travis Cluff
333344,0,0,0.52985,4.8,2015,Neil LaBute
357096,0,0,0.527957,5.0,2015,R.D. Braunstein
309299,0,0,0.526642,6.9,2015,Michael Almereyda
314385,10000000,3334927,0.524315,5.4,2015,Angelina Jolie
333596,0,0,0.52025,6.8,2015,Andrew Erwin
361042,0,0,0.516954,5.1,2015,Sheldon Wilson
353686,0,0,0.515401,5.5,2015,Kevin Greutert
318954,0,1236094,0.514735,6.2,2015,Chad Burns
289191,0,0,0.513386,4.0,2015,Anders Morgenthaler
324333,0,0,0.50732,4.1,2015,Robert Duvall
252164,0,0,0.504828,5.0,2015,Ron Scalpello
360784,0,0,0.502489,6.5,2015,Ross Duffer
336313,0,157768,0.497265,4.3,2015,Tom Gianas
240483,21000000,0,0.486351,4.9,2015,Jon Wright
321494,0,0,0.482422,4.7,2015,Roel Rein¨¦
353595,0,0,0.47784,6.8,2015,Rick Morales
360603,0,0,0.476341,7.6,2015,Alex Zamm
264337,0,0,0.475473,6.6,2015,Sean McNamara
289716,0,0,0.474788,5.8,2015,David Burris
296065,0,0,0.474626,5.6,2015,Anthony DiBlasi
337029,0,0,0.473344,4.5,2015,Bernard Rose
317952,0,0,0.471393,7.5,2015,Matthew Heineman
325358,20000000,0,0.471091,4.4,2015,Jason Friedberg
272548,0,0,0.470991,6.0,2015,Antoine Bardou-Jacquet
340275,0,0,0.470124,5.9,2015,Spike Lee
309887,5300000,0,0.467556,5.8,2015,Craig Moss
302429,0,13603453,0.465707,6.1,2015,Gary Rydstrom
253331,9000000,21571189,0.46209,6.7,2015,Mike Binder
293771,0,0,0.459597,4.9,2015,Zach Lipovsky
323373,0,0,0.454151,6.5,2015,Jason Lei Howden
323027,0,0,0.452939,6.9,2015,Sam Liu
297806,13000000,1646788,0.450872,5.6,2015,Marc Abraham
253626,0,316472,0.45016,5.7,2015,Andrew Niccol
354251,0,0,0.444265,6.0,2015,Roxanne Benjamin
329637,0,0,0.444193,4.1,2015,Tim Russ
257444,0,0,0.443525,6.1,2015,Craig Macneill
355338,0,0,0.442835,7.3,2015,Josh Cooley
271736,0,3286448,0.442427,5.9,2015,Stephen Frears
309581,0,0,0.442067,5.2,2015,Charles Stone III
293970,0,0,0.441882,6.6,2015,Todd Strauss-Schulson
279690,0,0,0.441402,6.3,2015,Jason Krawczyk
364067,0,0,0.439598,5.4,2015,Sofia Coppola
318922,0,0,0.438409,5.5,2015,Owen Harris
335077,0,0,0.437088,3.5,2015,Simon Hung
266639,5000000,2333684,0.435582,5.7,2015,Jon M. Chu
274504,0,0,0.433073,4.8,2015,Pamela Romanowsky
244316,10000000,0,0.429892,5.0,2015,David Hackl
352208,0,0,0.427116,7.2,2015,Michael Moore
283587,6000000,90777,0.424813,7.5,2015,Cary Fukunaga
311539,0,0,0.423161,5.6,2015,Grant Harvey
277713,0,0,0.42179,7.1,2015,Terence Davies
347945,0,4505,0.429756,5.3,2015,Jacob Gentry
363483,0,0,0.417191,6.3,2015,Peter Sullivan
344854,0,0,0.415041,5.5,2015,Nick Robertson
234212,3000000,3387000,0.414913,5.0,2015,Will Canon
354220,0,0,0.370258,4.7,2015,Nick Simon
283596,0,0,0.412877,5.7,2015,Robert Carlyle
250225,1000000,0,0.412503,5.8,2015,Peter Strickland
307479,0,0,0.409698,4.4,2015,April Mullen
339145,0,0,0.405095,6.2,2015,Marya Cohn
323660,0,0,0.404511,3.8,2015,Jeremy M. Inman
308638,447524,771317,0.402236,4.2,2015,Andrew Mogel
359983,0,0,0.250209,5.9,2015,Howy Parkins
300155,0,228136,0.399947,6.2,2015,Julian Jarrold
328595,0,0,0.398982,6.1,2015,Christopher Leone
327528,0,830129,0.396791,6.8,2015,Robert Budreau
329540,1950000,0,0.394466,5.7,2015,William Kaufman
306964,0,0,0.393642,5.3,2015,Darren Lynn Bousman
360387,1000000,0,0.393566,4.4,2015,Ken Sanzel
362185,0,0,0.391326,5.4,2015,Obin Olson
94365,0,0,0.386529,3.5,2015,Tom Six
241855,0,49970,0.383406,6.5,2015,Aaron Moorhead
322518,0,0,0.383183,4.9,2015,Adam Massey
291272,0,0,0.382997,5.5,2015,Ted Geoghegan
324963,0,0,0.71289,7.0,2015,Dan Fraga
342927,0,0,0.378836,3.8,2015,Christopher Ray
361159,0,0,0.37668,3.3,2015,Stanton Barrett
365805,0,0,0.411416,3.6,2015,Michael Bafaro
351964,0,0,0.374853,5.9,2015,Will Slocombe
362057,0,0,0.372889,5.0,2015,Kevin Goetz
137333,0,0,0.371145,6.1,2015,Matthew Leutwyler
317198,0,0,0.370148,6.5,2015,Erik Canuel
57876,5000000,0,0.369529,4.4,2015,Oren Peli
339533,0,0,0.369108,3.7,2015,John Baumgartner
277546,6000000,0,0.36817,4.8,2015,Austin Stark
308457,0,0,0.367617,6.4,2015,Jennifer Phang
306482,0,0,0.367434,5.8,2015,Ariel Kleiman
362105,4400000,0,0.36603,7.2,2015,Peter DeLuise
245846,10000000,17472,0.365901,5.0,2015,Kim Farrant
330112,0,0,0.329164,5.9,2015,Tony McNamara
322766,0,0,0.359826,5.4,2015,Christopher Zalla
361931,0,0,0.357654,6.5,2015,Anthony Wonke
318224,0,0,0.357614,7.8,2015,Alex Gibney
309503,0,0,0.357567,5.5,2015,Mora Stephens
348811,0,0,0.356519,4.9,2015,Ryan Little
310135,0,0,0.354624,6.6,2015,Fran?ois Simard
355111,0,0,0.350858,6.3,2015,Karen J. Lloyd
335866,0,0,0.350599,6.1,2015,Aaron Hann
295592,0,16661077,0.348306,6.3,2015,Mark Linfield
335970,0,0,0.347797,4.2,2015,Fred Wolf
366142,0,0,0.344994,5.9,2015,Kyle Balda
310121,0,7449681,0.344549,6.2,2015,Brett Haley
361263,0,0,0.34253,5.6,2015,Robert Harmon
324308,0,494506,0.574031,6.2,2015,Alex Gibney
326923,0,0,0.339297,5.9,2015,Lee Friedlander
356842,0,0,0.511431,5.9,2015,David Farr
339530,0,0,0.336453,5.1,2015,Don Michael Paul
331190,2000000,2801508,0.336107,5.7,2015,Jerry Jameson
301729,0,0,0.335941,4.6,2015,Marc Furmie
395883,0,0,0.333656,4.7,2015,Francesco Cinquemani
356300,0,0,0.332921,4.7,2015,Jeremy Lalonde
218784,0,70958,0.330968,5.6,2015,Robbie Pickering
310137,0,0,0.330484,5.4,2015,Jos¨¦ Manuel Cravioto
342917,0,0,0.329776,6.1,2015,Butch Lukic
79698,27000000,0,0.329109,4.6,2015,Roland Joff¨¦
337960,0,0,0.327373,7.9,2015,Neil Armfield
296130,0,0,0.327066,4.2,2015,Alec Gillis
327418,0,0,0.32705,5.8,2015,Butch Lukic
246133,0,0,0.324666,4.0,2015,Rick Alverson
328869,0,0,0.324515,6.4,2015,Reed Morano
308032,0,643557,0.324,6.8,2015,Kyle Patrick Alvarez
329829,0,0,0.390188,6.1,2015,Mika Kaurism?ki
330544,0,0,0.322653,5.9,2015,Dee Rees
299551,0,0,0.32264,5.3,2015,Chris Sparling
207270,0,0,0.30035,4.2,2015,Matt Winn
307946,0,0,0.318459,5.7,2015,Adam Salky
356905,0,0,0.315196,6.1,2015,Stuart McDonald
318279,0,2334228,0.314199,6.9,2015,Jimmy Chin
345637,0,0,0.422901,6.9,2015,Sanjay Patel
284286,0,3447633,0.307395,5.9,2015,Isabel Coixet
340816,0,0,0.305916,5.8,2015,Mitch Davis
206197,0,0,0.302474,6.6,2015,Caryn Waechter
331446,0,0,0.301343,4.5,2015,Anthony C. Ferrante
351901,0,0,0.300128,4.5,2015,Stephen Reynolds
357681,0,0,0.198522,8.0,2015,Mark Neale
333657,0,4444,0.299427,6.3,2015,Fabrizio Conte
336845,0,0,0.298861,6.3,2015,Alex Kalymnios
343795,5000000,4842699,0.298751,5.7,2015,Michael Polish
294562,0,0,0.298628,5.6,2015,Mike Mendez
306197,0,0,0.295946,5.7,2015,Kris Swanberg
297556,3500000,0,0.404363,6.5,2015,Ethan Spaulding
354743,0,0,0.26501,6.3,2015,Jed Mercurio
157422,0,0,0.292437,4.1,2015,Jay Alaimo
316885,0,0,0.291244,5.7,2015,Jeppe R?nde
228973,0,0,0.290424,5.8,2015,Adam MacDonald
323967,700000,0,0.289526,5.2,2015,Anna Mastro
320048,500000,0,0.288598,5.2,2015,Branden Kramer
359305,0,0,0.309811,7.8,2015,Aisling Walsh
329004,0,0,0.286266,6.4,2015,Stephen Fingleton
362180,0,0,0.28337,3.9,2015,Thierry Poiraud
343284,2000000,0,0.283194,5.7,2015,Kyle Rankin
243752,0,0,0.282237,4.1,2015,Nick Wernham
291866,0,0,0.280878,5.5,2015,David Yarovesky
330127,0,0,0.278583,5.8,2015,Jason Aron
323694,0,0,0.277844,4.8,2015,Ben Blaine
334028,0,0,0.277613,3.9,2015,Adam Egypt Mortimer
354924,1000000,0,0.277035,4.6,2015,Jason Stutter
368256,0,0,0.272995,3.7,2015,Eli Morgan Gesner
324291,0,0,0.270842,7.1,2015,Charles Hood
347847,0,0,0.270786,3.9,2015,Isaac Gabaeff
295490,0,0,0.171829,4.9,2015,Joe Swanberg
253406,0,0,0.264997,6.0,2015,Robert Pulcini
291865,0,0,0.261932,6.1,2015,Conor McMahon
334531,20000000,0,0.261717,6.9,2015,Angelo Pizzo
324803,0,0,0.260045,3.9,2015,Adam Mason
339355,0,0,0.202673,5.3,2015,Sam Friedlander
309304,600000,7087452,0.259794,5.6,2015,Paul Weitz
339342,0,0,0.097514,5.6,2015,Kenny Gage
306966,0,0,0.256542,5.3,2015,Alberto Marini
226458,0,0,0.256286,4.6,2015,Marcus Nispel
339148,0,0,0.255458,5.4,2015,Emily Ting
340684,0,0,0.250866,7.2,2015,Joey Kuhn
340968,0,0,0.249595,7.7,2015,Paul Haggis
347754,0,0,0.248964,4.4,2015,Iain Softley
326284,7500000,0,0.24828,5.4,2015,Ernie Barbarash
317144,0,0,0.247595,6.4,2015,Ben Chanan
277558,0,0,0.247589,4.8,2015,Tyler Shields
338928,0,2642899,0.247426,5.3,2015,Davis Guggenheim
291189,0,0,0.246609,5.0,2015,Zachary Sluser
309425,0,0,0.245948,7.4,2015,Jonathan M. Gunn
287689,0,0,0.24495,6.4,2015,Jake Szymanski
363869,0,0,0.244648,6.1,2015,Guido Chiesa
325189,0,0,0.243691,6.4,2015,Jeffrey Hornaday
298582,1500000,0,0.243321,7.2,2015,Sean Cisterna
301228,1500000,0,0.242078,4.4,2015,Justin Trefgarne
343934,0,0,0.242,5.6,2015,Rhys Thomas
296025,0,0,0.241284,5.8,2015,Tony Aloupis
371442,0,0,0.239558,5.1,2015,Jason Schnell
325173,0,0,0.239496,5.0,2015,Isaac Florentine
282313,0,0,0.154846,5.1,2015,Dan Bush
300542,0,0,0.236709,5.6,2015,Alex Ross Perry
309924,0,161820,0.232354,6.3,2015,Sean Garrity
348634,0,0,0.231337,7.0,2015,Ron Oliver
318044,0,0,0.22758,7.7,2015,Liz Garbus
259958,0,0,0.22537,6.1,2015,Chris Messina
316715,0,0,0.224797,6.2,2015,Paul Andrew Williams
308027,0,0,0.222636,6.6,2015,Jim Strouse
279144,0,0,0.221502,6.8,2015,Jon Schnepp
355020,0,0,0.220751,8.2,2015,Evgeny Afineevsky
323665,0,0,0.133809,6.1,2015,Jordan Galland
358895,0,30400,0.219603,6.2,2015,Rob Reiner
347548,0,0,0.218787,5.6,2015,Neil Mcenery-West
353345,0,0,0.218528,5.0,2015,Steven R. Monroe
323370,0,0,0.21789,4.3,2015,Alistair Legrand
337958,0,0,0.355707,7.0,2015,Jeremy Sims
333674,0,0,0.217288,5.8,2015,Adam Schindler
301728,0,0,0.215864,5.0,2015,Shane Abbess
366018,0,0,0.215386,5.5,2015,Mariah Carey
256030,0,0,0.214563,3.3,2015,Steve Wolsh
356149,0,0,0.212872,2.6,2015,Andrew Jones
300666,0,0,0.21254,6.2,2015,Daniel Duran
347642,0,0,0.211768,4.9,2015,Chad Archibald
373558,0,0,0.209036,7.6,2015,Jonas ?kerlund
367326,0,0,0.208491,7.7,2015,Mike Thurmeier
329205,0,0,0.230913,4.9,2015,Petr J¨¢kl Jr.
386501,0,0,0.207366,6.4,2015,Eshom Nelms
321769,0,0,0.207133,6.9,2015,Alex Winter
251471,650000,0,0.206155,6.5,2015,Kief Davidson
174340,0,0,0.205318,6.7,2015,Marina Zenovich
309298,0,0,0.204356,4.0,2015,Jared Hess
285840,0,0,0.203224,6.0,2015,Adam Brooks
308077,0,0,0.299226,5.0,2015,Sebasti¨¢n Silva
321109,0,0,0.201696,7.8,2015,Adam Curtis
341886,0,0,0.260306,4.0,2015,L. Gustavo Cooper
308024,0,1100000,0.335255,5.9,2015,Patrick Brice
356216,2500000,0,0.19957,4.7,2015,Zackary Adler
311615,0,0,0.198261,5.3,2015,Alex Winter
333873,0,0,0.197788,5.5,2015,Charles de Lauzirika
362154,0,0,0.197239,6.4,2015,Ding Sheng
293941,0,0,0.195324,5.3,2015,St¨¦phanie Joalland
360203,0,0,0.253157,5.5,2015,Trey Nelson
