id,budget,revenue,popularity,vote_average,release_year,cast
135397,150000000,1513528810,32.985763,6.5,2015,Chris Pratt
76341,150000000,378436354,28.419936,7.1,2015,Tom Hardy
262500,110000000,295238201,13.112507,6.3,2015,Shailene Woodley
140607,200000000,2068178225,11.173104,7.5,2015,Harrison Ford
168259,190000000,1506249360,9.335014,7.3,2015,Vin Diesel
281957,135000000,532950503,9.1107,7.2,2015,Leonardo DiCaprio
87101,155000000,440603537,8.654359,5.8,2015,Arnold Schwarzenegger
286217,108000000,595380321,7.6674,7.6,2015,Matt Damon
211672,74000000,1156730962,7.404165,6.5,2015,Sandra Bullock
150540,175000000,853708609,6.326804,8.0,2015,Amy Poehler
206647,245000000,880674609,6.200282,6.2,2015,Daniel Craig
76757,176000003,183987723,6.189369,5.2,2015,Mila Kunis
264660,15000000,36869414,6.118847,7.6,2015,Domhnall Gleeson
257344,88000000,243637091,5.984995,5.8,2015,Adam Sandler
99861,280000000,1405035767,5.944927,7.4,2015,Robert Downey Jr.
273248,44000000,155760117,5.8984,7.4,2015,Samuel L. Jackson
260346,48000000,325771424,5.749758,6.1,2015,Liam Neeson
102899,130000000,518602163,5.573184,7.0,2015,Paul Rudd
150689,95000000,542351353,5.556818,6.8,2015,Lily James
131634,160000000,650523427,5.476958,6.5,2015,Jennifer Lawrence
158852,190000000,209035668,5.462138,6.2,2015,Britt Robertson
307081,30000000,91709827,5.337064,7.3,2015,Jake Gyllenhaal
254128,110000000,470490832,4.907832,6.1,2015,Dwayne Johnson
216015,40000000,569651467,4.710402,5.3,2015,Dakota Johnson
318846,28000000,133346506,4.648046,7.3,2015,Christian Bale
177677,150000000,682330139,4.566713,7.1,2015,Tom Cruise
214756,68000000,215863606,4.564549,6.3,2015,Mark Wahlberg
207703,81000000,403802136,4.503789,7.6,2015,Taron Egerton
314365,20000000,88346473,4.062293,7.8,2015,Mark Ruffalo
294254,61000000,311256926,3.968891,6.4,2015,Dylan O'Brien
280996,0,29355203,3.927333,6.4,2015,Ian McKellen
198184,49000000,102069268,3.899557,6.6,2015,Sharlto Copley
254470,29000000,287506194,3.877764,6.8,2015,Anna Kendrick
296098,40000000,162610473,3.64821,7.1,2015,Tom Hanks
257445,58000000,150170815,3.644541,6.2,2015,Jack Black
264644,6000000,35401758,3.557846,8.0,2015,Brie Larson
339527,0,22354572,3.358321,6.2,2015,Abbie Cornish
105864,175000000,331926147,3.339135,6.6,2015,Raymond Ochoa
241554,50000000,71561644,3.23737,6.3,2015,Liam Neeson
167073,11000000,62076141,3.227329,7.3,2015,Saoirse Ronan
277216,28000000,201634991,3.202719,7.7,2015,O'Shea Jackson Jr.
274854,90000000,140396650,3.080505,5.6,2015,Vin Diesel
321697,30000000,34441873,3.079522,6.9,2015,Michael Fassbender
203801,75000000,108145109,3.053421,7.0,2015,Henry Cavill
293863,25000000,42629776,3.025852,7.3,2015,Blake Lively
325348,10000000,14333790,3.023253,5.9,2015,Sharlto Copley
228161,135000000,368871007,2.976436,6.9,2015,Jim Parsons
286565,12000000,85512300,2.968254,6.2,2015,Nat Wolff
265208,30000000,0,2.93234,5.3,2015,Jason Statham
254320,4000000,9064511,2.885126,6.6,2015,Colin Farrell
258480,11800000,40272135,2.883233,7.1,2015,Cate Blanchett
257211,35000000,194564672,2.814802,7.1,2015,Robert De Niro
253412,55000000,203427584,2.798017,6.7,2015,Jason Clarke
274479,60000000,101134059,2.793297,6.4,2015,Jennifer Lawrence
257088,105000000,133718711,2.614499,5.5,2015,Edgar Ram¨ªrez
295964,20000000,36606743,2.584264,6.3,2015,Bradley Cooper
238615,26000000,30523226,2.578919,6.2,2015,Ryan Reynolds
210860,60000000,30418560,2.575711,5.3,2015,Johnny Depp
306819,15000000,64191523,2.557859,7.3,2015,Eddie Redmayne
201088,70000000,17752940,2.550747,5.0,2015,Chris Hemsworth
273481,30000000,84025816,2.487849,7.1,2015,Emily Blunt
166424,120000001,167977596,2.487042,4.4,2015,Miles Teller
310131,3500000,40423945,2.46449,5.8,2015,Anya Taylor-Joy
238713,65000000,235666219,2.404473,6.9,2015,Melissa McCarthy
256591,50100000,153962963,2.395366,6.7,2015,Will Smith
249070,35000000,82347656,2.354654,5.5,2015,Rupert Friend
205775,100000000,93820758,2.345821,6.4,2015,Chris Hemsworth
334074,20000000,0,2.331636,5.4,2015,Pierce Brosnan
312221,35000000,137935567,2.331567,7.3,2015,Michael B. Jordan
271718,35000000,140795793,2.31767,6.1,2015,Amy Schumer
333352,13000000,32848185,2.29573,7.2,2015,Helen Mirren
276907,25000000,42972994,2.28135,6.7,2015,Tom Hardy
284289,0,45895,2.272044,5.5,2015,Michael Douglas
266647,150000000,128388320,2.234573,5.9,2015,Levi Miller
347096,0,0,2.165433,5.1,2015,Melanie Stone
308369,0,0,2.141506,7.7,2015,Thomas Mann
227973,99000000,246233113,2.140199,6.4,2015,Noah Schnapp
321741,35000000,48623572,2.121884,6.9,2015,Will Smith
296100,25000000,52395996,2.096273,6.1,2015,Joseph Gordon-Levitt
263472,2500000,5214043,2.080935,4.8,2015,Keanu Reeves
228205,34000000,63013281,2.070708,7.3,2015,Scott Eastwood
159824,80000000,466183544,2.060162,6.8,2015,Adam Sandler
333348,17000000,24000000,2.055572,5.3,2015,Steve Martin
285783,35000000,61181942,2.049886,6.8,2015,Joseph Gordon-Levitt
290764,11000000,1863315,2.026651,5.9,2015,Marie Avgeropoulos
296099,31000000,104384188,2.000338,6.1,2015,Ed Helms
243688,35000000,95437994,1.984529,5.0,2015,Sam Rockwell
287424,4000000,187112,1.980039,5.1,2015,Arnold Schwarzenegger
301875,0,2000000,1.959765,5.6,2015,Kristen Stewart
181283,50000000,3324330,1.95632,5.9,2015,Tom Hardy
328425,5000000,58978653,1.926739,6.6,2015,Jason Bateman
274167,50000000,240360392,1.904898,5.7,2015,Will Ferrell
370687,0,0,1.876037,5.4,2015,Melanie Stone
307663,10000000,0,1.872696,4.1,2015,Ambyr Childers
309809,64000000,97571250,1.865007,7.5,2015,Jeff Bridges
258509,0,233755553,1.841779,5.7,2015,Jason Lee
298382,11930000,18340000,1.82313,6.9,2015,Kate Winslet
272693,8500000,43528634,1.758618,6.8,2015,Mae Whitman
283445,10000000,52882018,1.742286,5.5,2015,Shannyn Sossamon
256961,30000000,107597242,1.73518,5.3,2015,Kevin James
326359,0,0,1.724712,7.0,2015,Kristen Bell
254302,0,0,1.661789,5.4,2015,Tom Hiddleston
241251,4000000,50163103,1.651078,3.9,2015,Jennifer Lopez
292040,0,0,1.646664,5.6,2015,Peter Firth
188222,30000000,49263404,1.532997,6.2,2015,Jeremy Piven
252838,23000000,79799880,1.510096,6.5,2015,Kevin Hart
273477,15000000,14860766,1.499614,6.2,2015,Tye Sheridan
298312,5000000,98450062,1.495112,5.9,2015,Olivia DeJonge
261023,53000000,99775678,1.483246,6.3,2015,Johnny Depp
336004,8900000,50136,1.449072,5.4,2015,Jeffrey Dean Morgan
287903,15000000,61548707,1.448002,5.9,2015,Adam Scott
182560,20000000,208588,1.443406,5.7,2015,Charlize Theron
192141,5000000,54418872,1.41239,6.7,2015,Owen Wilson
308639,700000,17986781,1.40805,7.3,2015,Shameik Moore
261392,28000000,28208085,1.388251,5.9,2015,Jesse Eisenberg
304357,11000000,61619773,1.388032,7.3,2015,Helen Mirren
297291,0,0,1.38032,4.5,2015,Victor Webster
266294,30000000,105011053,1.376605,5.9,2015,Tina Fey
227719,12000000,32248241,1.360926,6.3,2015,Jonny Weston
86828,0,5189646,1.360827,5.8,2015,Simon Pegg
287948,25000000,72629670,1.355822,5.3,2015,Ed Skrein
201085,55000000,74679822,1.345982,6.4,2015,Mia Wasikowska
277355,0,0,1.342839,5.1,2015,Salma Hayek
264999,14800000,122413057,1.338481,6.3,2015,Channing Tatum
146301,10000000,78099553,1.338322,5.0,2015,Chris J. Murray
223485,0,229094,1.329702,6.6,2015,Michael Fassbender
294016,15000000,8235661,1.316239,7.2,2015,Bryan Cranston
290751,19500000,32189727,1.315266,6.2,2015,Chiwetel Ejiofor
309245,0,2500431,1.29314,6.4,2015,Greta Gerwig
228165,74000000,311594032,1.291013,5.7,2015,Tom Kenny
245706,0,4719695,1.284541,6.0,2015,Jonah Hill
272878,20000000,43967255,1.278928,7.0,2015,Thomas Haden Church
263109,0,59700000,1.25358,6.9,2015,Justin Fletcher
157827,11000000,0,1.251681,6.3,2015,Gabriel Byrne
321751,0,1702433,1.245224,6.3,2015,Olga Kurylenko
266396,40000000,10664749,1.225325,5.6,2015,Sean Penn
277685,1000000,62882090,1.191138,5.6,2015,Shelley Hennig
268920,35000000,51680201,1.178831,5.5,2015,Reese Witherspoon
280092,10000000,104303851,1.164724,6.3,2015,Dermot Mulroney
193687,0,118483,1.161812,5.5,2015,Margot Robbie
300803,0,0,1.144808,4.5,2015,Julian Morris
328589,6000000,41387687,1.142518,5.9,2015,Maggie Smith
228066,40000000,34227298,1.138395,5.5,2015,James McAvoy
378373,0,0,1.128081,7.5,2015,Manuel Camacho
291270,8000000,3759286,1.125239,6.7,2015,Jennifer Jason Leigh
294963,1800000,0,1.073349,6.3,2015,Kurt Russell
241257,0,17671101,1.065888,5.2,2015,Ethan Hawke
245698,0,0,1.063055,6.6,2015,Tobey Maguire
353326,0,11472454,1.046518,7.1,2015,Jeremy Irons
346808,20000000,0,1.041922,5.8,2015,Olga Kurylenko
250124,2000000,1477002,1.03839,6.8,2015,Bel Powley
290637,0,0,1.036825,5.3,2015,Nicolas Cage
244458,0,0,1.02762,6.0,2015,Ryan Reynolds
308504,0,3643591,1.021441,6.3,2015,Clive Owen
314405,12000000,0,1.008474,5.7,2015,Salma Hayek
282984,11000000,27391084,1.007054,6.1,2015,Emma Stone
157843,15000000,0,0.973316,6.0,2015,Nicole Kidman
275601,18000000,41325328,0.956096,5.5,2015,Meryl Streep
290762,0,0,0.953647,7.2,2015,Drew Barrymore
251516,630019,0,0.953046,7.7,2015,David Sandberg
304372,12000000,60273173,0.950793,5.6,2015,Michael Ealy
324807,0,1936524,0.938432,5.8,2015,Tilda Swinton
252512,10000000,7587485,0.93762,5.9,2015,Ben Stiller
257091,40000000,106511453,0.927339,5.9,2015,Will Ferrell
228968,0,0,0.91704,5.8,2015,Anthony Hopkins
347969,60000000,0,0.913085,4.8,2015,Adam Sandler
237756,0,0,0.90686,5.1,2015,Teresa Palmer
293646,25000000,24902723,0.906036,5.8,2015,Antonio Banderas
245168,14000000,16002420,0.898296,7.1,2015,Carey Mulligan
311291,0,0,0.894477,6.0,2015,Charlotte Rampling
301351,6000000,11122090,0.880938,6.2,2015,Zac Efron
248574,0,6075,0.880268,5.5,2015,Hailee Steinfeld
225728,0,13192457,0.874641,6.4,2015,Michael Fassbender
326425,0,16775,0.872149,4.2,2015,Bruce Willis
342474,0,0,0.861179,5.2,2015,Katherine Heigl
277217,0,0,0.848748,6.7,2015,Booboo Stewart
207936,0,0,0.843174,6.6,2015,Joe Manganiello
250734,0,30229977,0.842202,6.9,2015,Carey Mulligan
249688,0,3002884,0.836941,7.3,2015,Jason Segel
268238,10000000,85978266,0.832487,6.4,2015,Dev Patel
256962,20000000,6420319,0.829111,7.1,2015,Jakob Salvati
322456,0,0,0.821443,6.4,2015,Nolan North
302528,0,1986615,0.820691,7.7,2015,Christopher Plummer
222936,37000000,26250020,0.814206,5.2,2015,Bradley Cooper
316002,26000000,0,0.813893,3.6,2015,Jake Gyllenhaal
365806,0,0,0.810667,5.3,2015,Steve Downes
10317,28000000,7002261,0.795762,5.7,2015,Sandra Bullock
334538,0,0,0.792471,5.1,2015,Ellen Page
306947,0,231737,0.787969,6.4,2015,Michiel Huisman
328901,0,0,0.781809,4.5,2015,Dakota Fanning
382517,0,0,0.773909,5.6,2015,Garry Chalk
310133,0,134552,0.77107,5.5,2015,Kevin Bacon
237584,0,0,0.768138,4.3,2015,Oscar Isaac
288036,0,3214116,0.758133,6.2,2015,Jason Sudeikis
354110,11000000,0,0.747541,5.6,2015,Demi Moore
331781,0,8413144,0.738404,7.5,2015,Amy Winehouse
253161,0,0,0.7299,5.3,2015,Mia Wasikowska
312831,0,0,0.719407,4.9,2015,Joseph Mawle
316322,0,0,0.714131,5.5,2015,Britt Irvin
301846,0,0,0.707355,4.9,2015,Ed Speleers
306745,7000000,573335,0.706023,7.1,2015,Julianne Moore
332340,0,0,0.70137,6.5,2015,Simon Pegg
292431,3000000,695269,0.699932,4.7,2015,Karl Glusman
300693,9600000,2541554,0.69957,6.4,2015,Robert Redford
333381,0,0,0.696184,5.0,2015,Rosamund Pike
256924,10000000,10835752,0.690479,6.6,2015,Al Pacino
253414,15000000,3020664,0.689579,5.1,2015,Bill Murray
254172,2240000,0,0.689571,7.0,2015,Amanda Seyfried
320588,1000000,14444999,0.673792,6.6,2015,Sally Field
157544,13000000,1784763,0.669351,4.5,2015,Olivia Taylor Dudley
283235,8000000,1411927,0.661471,6.8,2015,Andrew Garfield
243938,14000000,12314651,0.661163,5.0,2015,Rob Corddry
86835,0,0,0.654335,5.7,2015,Christian Bale
254905,4000000,143101,0.654046,5.0,2015,Al Pacino
309242,0,0,0.649628,5.7,2015,Ryan Reynolds
332502,0,0,0.644786,4.2,2015,Caity Lotz
286192,0,0,0.640151,7.3,2015,Napua Greig
284674,0,0,0.638557,4.7,2015,Norman Reedus
360055,0,0,0.633608,5.0,2015,Matthew Reese
352179,0,0,0.629561,5.9,2015,Adrien Brody
246127,0,8034,0.607124,5.1,2015,James Franco
338676,0,0,0.606113,5.3,2015,Matthew Fox
330982,0,0,0.604928,3.6,2015,B¨¦r¨¦nice Bejo
232572,8000000,35991087,0.602165,5.4,2015,Robert Redford
112454,0,0,0.599751,5.2,2015,Peter Stormare
243940,3300000,64110728,0.599655,4.9,2015,Olivia Wilde
321528,0,0,0.589472,6.8,2015,Jason O'Mara
317744,8000000,0,0.586735,5.4,2015,Dermot Mulroney
300792,0,0,0.584363,7.8,2015,Elon Musk
239573,35000000,14431253,0.577814,4.9,2015,Vince Vaughn
167810,2000000,45431,0.570744,5.7,2015,Christina Hendricks
319075,0,0,0.569443,7.5,2015,Kurt Cobain
316042,0,0,0.561032,5.7,2015,Paul Gross
334527,7000000,0,0.560744,5.9,2015,Dan Stevens
300153,12000000,0,0.560423,5.9,2015,Robert Pattinson
228203,0,45710059,0.553238,7.4,2015,Kevin Costner
332704,0,0,0.548587,5.4,2015,Adrien Brody
278236,0,0,0.547827,6.0,2015,Asa Butterfield
276839,3000000,0,0.546458,4.9,2015,Katherine Heigl
326215,6000000,0,0.542568,5.7,2015,Tara Flynn
363689,0,0,0.5327,4.1,2015,Jodelle Ferland
318256,0,0,0.532239,5.9,2015,Rachel Bernard
299245,100000,42664410,0.532205,5.0,2015,Cassidy Gifford
333344,0,0,0.52985,4.8,2015,Matthew Broderick
357096,0,0,0.527957,5.0,2015,Sarah Butler
309299,0,0,0.526642,6.9,2015,Peter Sarsgaard
314385,10000000,3334927,0.524315,5.4,2015,Angelina Jolie
333596,0,0,0.52025,6.8,2015,C. Thomas Howell
361042,0,0,0.516954,5.1,2015,Stephanie Hunt
353686,0,0,0.515401,5.5,2015,Isla Fisher
318954,0,1236094,0.514735,6.2,2015,Andrew Cheney
289191,0,0,0.513386,4.0,2015,Kim Basinger
324333,0,0,0.50732,4.1,2015,Robert Duvall
252164,0,0,0.504828,5.0,2015,Danny Huston
360784,0,0,0.502489,6.5,2015,Alexander Skarsg?rd
336313,0,157768,0.497265,4.3,2015,Mila Kunis
240483,21000000,0,0.486351,4.9,2015,Gillian Anderson
321494,0,0,0.482422,4.7,2015,RZA
353595,0,0,0.47784,6.8,2015,Mark Hamill
360603,0,0,0.476341,7.6,2015,Danica McKellar
264337,0,0,0.475473,6.6,2015,Carlos PenaVega
289716,0,0,0.474788,5.8,2015,Haley Joel Osment
296065,0,0,0.474626,5.6,2015,Juliana Harkavy
337029,0,0,0.473344,4.5,2015,Carrie-Anne Moss
317952,0,0,0.471393,7.5,2015,Robert Hetrick
325358,20000000,0,0.471091,4.4,2015,Alex Ashbaugh
272548,0,0,0.470991,6.0,2015,Rupert Grint
340275,0,0,0.470124,5.9,2015,Teyonah Parris
309887,5300000,0,0.467556,5.8,2015,Danny Trejo
302429,0,13603453,0.465707,6.1,2015,Alan Cumming
253331,9000000,21571189,0.46209,6.7,2015,Kevin Costner
293771,0,0,0.459597,4.9,2015,Jesse Metcalfe
323373,0,0,0.454151,6.5,2015,Milo Cawthorne
323027,0,0,0.452939,6.9,2015,Benjamin Bratt
297806,13000000,1646788,0.450872,5.6,2015,Tom Hiddleston
253626,0,316472,0.45016,5.7,2015,Ethan Hawke
354251,0,0,0.444265,6.0,2015,Kate Beahan
329637,0,0,0.444193,4.1,2015,Walter Koenig
257444,0,0,0.443525,6.1,2015,David Morse
355338,0,0,0.442835,7.3,2015,Amy Poehler
271736,0,3286448,0.442427,5.9,2015,Ben Foster
309581,0,0,0.442067,5.2,2015,Viola Davis
293970,0,0,0.441882,6.6,2015,Taissa Farmiga
279690,0,0,0.441402,6.3,2015,Henry Rollins
364067,0,0,0.439598,5.4,2015,Bill Murray
318922,0,0,0.438409,5.5,2015,Nicholas Hoult
335077,0,0,0.437088,3.5,2015,Garrett Coffey
266639,5000000,2333684,0.435582,5.7,2015,Aubrey Peeples
274504,0,0,0.433073,4.8,2015,James Franco
244316,10000000,0,0.429892,5.0,2015,James Marsden
352208,0,0,0.427116,7.2,2015,Michael Moore
283587,6000000,90777,0.424813,7.5,2015,Idris Elba
311539,0,0,0.423161,5.6,2015,William Shatner
277713,0,0,0.42179,7.1,2015,Peter Mullan
347945,0,4505,0.429756,5.3,2015,Chad McKnight
363483,0,0,0.417191,6.3,2015,Katrina Law
344854,0,0,0.415041,5.5,2015,Anna Lise Phillips
234212,3000000,3387000,0.414913,5.0,2015,Maria Bello
354220,0,0,0.370258,4.7,2015,Kal Penn
283596,0,0,0.412877,5.7,2015,Robert Carlyle
250225,1000000,0,0.412503,5.8,2015,Sidse Babett Knudsen
307479,0,0,0.409698,4.4,2015,Katharine Isabelle
339145,0,0,0.405095,6.2,2015,Emily VanCamp
323660,0,0,0.404511,3.8,2015,Casper Van Dien
308638,447524,771317,0.402236,4.2,2015,Jack Black
359983,0,0,0.250209,5.9,2015,Max Charles
300155,0,228136,0.399947,6.2,2015,Sarah Gadon
328595,0,0,0.398982,6.1,2015,Jessica Rothe
327528,0,830129,0.396791,6.8,2015,Ethan Hawke
329540,1950000,0,0.394466,5.7,2015,Mike Mizanin
306964,0,0,0.393642,5.3,2015,Keir Gilchrist
360387,1000000,0,0.393566,4.4,2015,Mickey Rourke
362185,0,0,0.391326,5.4,2015,Mischa Barton
94365,0,0,0.386529,3.5,2015,Dieter Laser
241855,0,49970,0.383406,6.5,2015,Lou Taylor Pucci
322518,0,0,0.383183,4.9,2015,Miranda Cosgrove
291272,0,0,0.382997,5.5,2015,Barbara Crampton
324963,0,0,0.71289,7.0,2015,Haviland Stillwell
342927,0,0,0.378836,3.8,2015,Karrueche Tran
361159,0,0,0.37668,3.3,2015,Ed Quinn
365805,0,0,0.411416,3.6,2015,Anna Hutchison
351964,0,0,0.374853,5.9,2015,Lyndsy Fonseca
362057,0,0,0.372889,5.0,2015,Troian Bellisario
137333,0,0,0.371145,6.1,2015,Mark Webber
317198,0,0,0.370148,6.5,2015,Laura Marano
57876,5000000,0,0.369529,4.4,2015,Reid Warner
339533,0,0,0.369108,3.7,2015,Jhey Castles
277546,6000000,0,0.36817,4.8,2015,Nicolas Cage
308457,0,0,0.367617,6.4,2015,Jacqueline Kim
306482,0,0,0.367434,5.8,2015,Vincent Cassel
362105,4400000,0,0.36603,7.2,2015,Dove Cameron
245846,10000000,17472,0.365901,5.0,2015,Nicole Kidman
330112,0,0,0.329164,5.9,2015,Mickey Rourke
322766,0,0,0.359826,5.4,2015,Rob Lowe
361931,0,0,0.357654,6.5,2015,Cristiano Ronaldo
318224,0,0,0.357614,7.8,2015,Paul Haggis
309503,0,0,0.357567,5.5,2015,Patrick Wilson
348811,0,0,0.356519,4.9,2015,Luke Goss
310135,0,0,0.354624,6.6,2015,Munro Chambers
355111,0,0,0.350858,6.3,2015,Kelly Sheridan
335866,0,0,0.350599,6.1,2015,Julie Benz
295592,0,16661077,0.348306,6.3,2015,Tina Fey
335970,0,0,0.347797,4.2,2015,David Spade
366142,0,0,0.344994,5.9,2015,Pierre Coffin
310121,0,7449681,0.344549,6.2,2015,Blythe Danner
361263,0,0,0.34253,5.6,2015,Tom Selleck
324308,0,494506,0.574031,6.2,2015,Bob Belleville
326923,0,0,0.339297,5.9,2015,Spencer Locke
356842,0,0,0.511431,5.9,2015,Cl¨¦mence Po¨¦sy
339530,0,0,0.336453,5.1,2015,Michael Gross
331190,2000000,2801508,0.336107,5.7,2015,Kate Mara
301729,0,0,0.335941,4.6,2015,Jai Koutrae
395883,0,0,0.333656,4.7,2015,Alec Baldwin
356300,0,0,0.332921,4.7,2015,Jewel Staite
218784,0,70958,0.330968,5.6,2015,Nicholas Braun
310137,0,0,0.330484,5.4,2015,Tina Ivlev
342917,0,0,0.329776,6.1,2015,Roger Craig Smith
79698,27000000,0,0.329109,4.6,2015,Josh Hartnett
337960,0,0,0.327373,7.9,2015,Ryan Corr
296130,0,0,0.327066,4.2,2015,Lance Henriksen
327418,0,0,0.32705,5.8,2015,Chris Diamantopoulos
246133,0,0,0.324666,4.0,2015,Gregg Turkington
328869,0,0,0.324515,6.4,2015,Olivia Wilde
308032,0,643557,0.324,6.8,2015,Billy Crudup
329829,0,0,0.390188,6.1,2015,Malin Buska
330544,0,0,0.322653,5.9,2015,Queen Latifah
299551,0,0,0.32264,5.3,2015,William Mapother
207270,0,0,0.30035,4.2,2015,Mischa Barton
307946,0,0,0.318459,5.7,2015,Sarah Silverman
356905,0,0,0.315196,6.1,2015,Alan Tudyk
318279,0,2334228,0.314199,6.9,2015,Conrad Anker
284286,0,3447633,0.307395,5.9,2015,Patricia Clarkson
340816,0,0,0.305916,5.8,2015,Patrick Stewart
206197,0,0,0.302474,6.6,2015,Kara Hayward
331446,0,0,0.301343,4.5,2015,Ian Ziering
351901,0,0,0.300128,4.5,2015,Jonathan Good
357681,0,0,0.198522,8.0,2015,Brad Pitt
333657,0,4444,0.299427,6.3,2015,Jerry Ferrara
336845,0,0,0.298861,6.3,2015,Taryn Manning
343795,5000000,4842699,0.298751,5.7,2015,Kate Bosworth
294562,0,0,0.298628,5.6,2015,Steve Guttenberg
306197,0,0,0.295946,5.7,2015,Cobie Smulders
297556,3500000,0,0.404363,6.5,2015,Sean Astin
354743,0,0,0.26501,6.3,2015,Richard Madden
157422,0,0,0.292437,4.1,2015,Sienna Guillory
316885,0,0,0.291244,5.7,2015,Hannah Murray
228973,0,0,0.290424,5.8,2015,Missy Peregrym
323967,700000,0,0.289526,5.2,2015,Andrew J. West
320048,500000,0,0.288598,5.2,2015,Ashley Benson
359305,0,0,0.309811,7.8,2015,David Thewlis
329004,0,0,0.286266,6.4,2015,Mia Goth
362180,0,0,0.28337,3.9,2015,Fergus Riordan
343284,2000000,0,0.283194,5.7,2015,Maria Thayer
243752,0,0,0.282237,4.1,2015,Alison Brie
291866,0,0,0.280878,5.5,2015,Kathryn Prescott
330127,0,0,0.278583,5.8,2015,Lea Thompson
323694,0,0,0.277844,4.8,2015,Abigail Hardingham
334028,0,0,0.277613,3.9,2015,Grace Phipps
354924,1000000,0,0.277035,4.6,2015,Jed Brophy
368256,0,0,0.272995,3.7,2015,Johnny Messner
324291,0,0,0.270842,7.1,2015,Adam Pally
347847,0,0,0.270786,3.9,2015,Jamie Kennedy
295490,0,0,0.171829,4.9,2015,Jake Johnson
253406,0,0,0.264997,6.0,2015,Ethan Hawke
291865,0,0,0.261932,6.1,2015,Niamh Algar
334531,20000000,0,0.261717,6.9,2015,Aaron Eckhart
324803,0,0,0.260045,3.9,2015,Jeremy Sisto
339355,0,0,0.202673,5.3,2015,Mark Feuerstein
309304,600000,7087452,0.259794,5.6,2015,Lily Tomlin
339342,0,0,0.097514,5.6,2015,Robert LaSardo
306966,0,0,0.256542,5.3,2015,Maiara Walsh
226458,0,0,0.256286,4.6,2015,Stephen Lang
339148,0,0,0.255458,5.4,2015,Jamie Chung
340684,0,0,0.250866,7.2,2015,Jonathan Gordon
340968,0,0,0.249595,7.7,2015,Oscar Isaac
347754,0,0,0.248964,4.4,2015,Julianne Hough
326284,7500000,0,0.24828,5.4,2015,Jean-Claude Van Damme
317144,0,0,0.247595,6.4,2015,Maisie Williams
277558,0,0,0.247589,4.8,2015,Abigail Breslin
338928,0,2642899,0.247426,5.3,2015,Malala Yousafzai
291189,0,0,0.246609,5.0,2015,Zooey Deschanel
309425,0,0,0.245948,7.4,2015,Mira Sorvino
287689,0,0,0.24495,6.4,2015,Andy Samberg
363869,0,0,0.244648,6.1,2015,Diego Abatantuono
325189,0,0,0.243691,6.4,2015,Ross Lynch
298582,1500000,0,0.243321,7.2,2015,Ana Golja
301228,1500000,0,0.242078,4.4,2015,Elliot Cowan
343934,0,0,0.242,5.6,2015,Graham Phillips
296025,0,0,0.241284,5.8,2015,Juno Temple
371442,0,0,0.239558,5.1,2015,Patrick Renna
325173,0,0,0.239496,5.0,2015,Scott Adkins
282313,0,0,0.154846,5.1,2015,Conal Byrne
300542,0,0,0.236709,5.6,2015,Elisabeth Moss
309924,0,161820,0.232354,6.3,2015,Portia Doubleday
348634,0,0,0.231337,7.0,2015,Candace Cameron Bure
318044,0,0,0.22758,7.7,2015,Nina Simone
259958,0,0,0.22537,6.1,2015,Mary Elizabeth Winstead
316715,0,0,0.224797,6.2,2015,Anthony LaPaglia
308027,0,0,0.222636,6.6,2015,Jemaine Clement
279144,0,0,0.221502,6.8,2015,Jon Schnepp
323665,0,0,0.133809,6.1,2015,Louisa Krause
358895,0,30400,0.219603,6.2,2015,Nick Robinson
347548,0,0,0.218787,5.6,2015,Louise Brealey
353345,0,0,0.218528,5.0,2015,Sarah Lind
323370,0,0,0.21789,4.3,2015,Ali Larter
337958,0,0,0.355707,7.0,2015,Michael Caton
333674,0,0,0.217288,5.8,2015,Beth Riesgraf
301728,0,0,0.215864,5.0,2015,Daniel MacPherson
366018,0,0,0.215386,5.5,2015,Lacey Chabert
256030,0,0,0.214563,3.3,2015,Lachlan Buchanan
356149,0,0,0.212872,2.6,2015,Lee Bane
300666,0,0,0.21254,6.2,2015,Josh Duhamel
347642,0,0,0.211768,4.9,2015,Elma Begovic
373558,0,0,0.209036,7.6,2015,Taylor Swift
367326,0,0,0.208491,7.7,2015,Chris Wedge
329205,0,0,0.230913,4.9,2015,Jennifer Armour
386501,0,0,0.207366,6.4,2015,James Lafferty
321769,0,0,0.207133,6.9,2015,Gavin Andresen
251471,650000,0,0.206155,6.5,2015,Jason Bateman
174340,0,0,0.205318,6.7,2015,Mel Brooks
309298,0,0,0.204356,4.0,2015,Sam Rockwell
285840,0,0,0.203224,6.0,2015,Paz de la Huerta
308077,0,0,0.299226,5.0,2015,Sebasti¨¢n Silva
341886,0,0,0.260306,4.0,2015,Casper Van Dien
308024,0,1100000,0.335255,5.9,2015,Adam Scott
356216,2500000,0,0.19957,4.7,2015,Kevin Leslie
311615,0,0,0.198261,5.3,2015,Anthony Padilla
333873,0,0,0.197788,5.5,2015,Ridley Scott
362154,0,0,0.197239,6.4,2015,Andy Lau
293941,0,0,0.195324,5.3,2015,Dakota Blue Richards
360203,0,0,0.253157,5.5,2015,Josh Duhamel
294132,0,104507,0.193323,5.1,2015,Cobie Smulders
301629,0,0,0.193063,4.8,2015,Judy Greer
331592,0,0,0.19254,5.3,2015,Thomas Stroppel
342464,0,0,0.191534,7.0,2015,AnnaSophia Robb
332976,0,0,0.189135,5.0,2015,Steven Seagal
