id,budget,revenue,popularity,vote_average,release_year,if_novels
135397,150000000,1513528810,32.985763,6.5,2015,Not base on novel
76341,150000000,378436354,28.419936,7.1,2015,Not base on novel
262500,110000000,295238201,13.112507,6.3,2015,Base on novel
140607,200000000,2068178225,11.173104,7.5,2015,Not base on novel
168259,190000000,1506249360,9.335014,7.3,2015,Not base on novel
281957,135000000,532950503,9.1107,7.2,2015,Base on novel
87101,155000000,440603537,8.654359,5.8,2015,Not base on novel
286217,108000000,595380321,7.6674,7.6,2015,Base on novel
211672,74000000,1156730962,7.404165,6.5,2015,Not base on novel
150540,175000000,853708609,6.326804,8.0,2015,Not base on novel
206647,245000000,880674609,6.200282,6.2,2015,Base on novel
76757,176000003,183987723,6.189369,5.2,2015,Not base on novel
264660,15000000,36869414,6.118847,7.6,2015,Not base on novel
257344,88000000,243637091,5.984995,5.8,2015,Not base on novel
99861,280000000,1405035767,5.944927,7.4,2015,Not base on novel
273248,44000000,155760117,5.8984,7.4,2015,Not base on novel
260346,48000000,325771424,5.749758,6.1,2015,Not base on novel
102899,130000000,518602163,5.573184,7.0,2015,Not base on novel
150689,95000000,542351353,5.556818,6.8,2015,Not base on novel
131634,160000000,650523427,5.476958,6.5,2015,Not base on novel
158852,190000000,209035668,5.462138,6.2,2015,Not base on novel
307081,30000000,91709827,5.337064,7.3,2015,Not base on novel
254128,110000000,470490832,4.907832,6.1,2015,Not base on novel
216015,40000000,569651467,4.710402,5.3,2015,Base on novel
318846,28000000,133346506,4.648046,7.3,2015,Not base on novel
177677,150000000,682330139,4.566713,7.1,2015,Not base on novel
214756,68000000,215863606,4.564549,6.3,2015,Not base on novel
207703,81000000,403802136,4.503789,7.6,2015,Not base on novel
314365,20000000,88346473,4.062293,7.8,2015,Not base on novel
294254,61000000,311256926,3.968891,6.4,2015,Base on novel
280996,0,29355203,3.927333,6.4,2015,Not base on novel
198184,49000000,102069268,3.899557,6.6,2015,Not base on novel
254470,29000000,287506194,3.877764,6.8,2015,Not base on novel
296098,40000000,162610473,3.64821,7.1,2015,Not base on novel
257445,58000000,150170815,3.644541,6.2,2015,Base on novel
264644,6000000,35401758,3.557846,8.0,2015,Base on novel
339527,0,22354572,3.358321,6.2,2015,Not base on novel
105864,175000000,331926147,3.339135,6.6,2015,Not base on novel
241554,50000000,71561644,3.23737,6.3,2015,Not base on novel
167073,11000000,62076141,3.227329,7.3,2015,Base on novel
277216,28000000,201634991,3.202719,7.7,2015,Not base on novel
274854,90000000,140396650,3.080505,5.6,2015,Not base on novel
321697,30000000,34441873,3.079522,6.9,2015,Not base on novel
203801,75000000,108145109,3.053421,7.0,2015,Not base on novel
293863,25000000,42629776,3.025852,7.3,2015,Not base on novel
325348,10000000,14333790,3.023253,5.9,2015,Not base on novel
228161,135000000,368871007,2.976436,6.9,2015,Not base on novel
286565,12000000,85512300,2.968254,6.2,2015,Not base on novel
265208,30000000,0,2.93234,5.3,2015,Not base on novel
254320,4000000,9064511,2.885126,6.6,2015,Not base on novel
258480,11800000,40272135,2.883233,7.1,2015,Not base on novel
257211,35000000,194564672,2.814802,7.1,2015,Not base on novel
253412,55000000,203427584,2.798017,6.7,2015,Not base on novel
274479,60000000,101134059,2.793297,6.4,2015,Not base on novel
257088,105000000,133718711,2.614499,5.5,2015,Not base on novel
295964,20000000,36606743,2.584264,6.3,2015,Not base on novel
238615,26000000,30523226,2.578919,6.2,2015,Not base on novel
210860,60000000,30418560,2.575711,5.3,2015,Base on novel
306819,15000000,64191523,2.557859,7.3,2015,Not base on novel
201088,70000000,17752940,2.550747,5.0,2015,Not base on novel
273481,30000000,84025816,2.487849,7.1,2015,Not base on novel
166424,120000001,167977596,2.487042,4.4,2015,Not base on novel
310131,3500000,40423945,2.46449,5.8,2015,Not base on novel
238713,65000000,235666219,2.404473,6.9,2015,Not base on novel
256591,50100000,153962963,2.395366,6.7,2015,Not base on novel
249070,35000000,82347656,2.354654,5.5,2015,Not base on novel
205775,100000000,93820758,2.345821,6.4,2015,Not base on novel
334074,20000000,0,2.331636,5.4,2015,Not base on novel
312221,35000000,137935567,2.331567,7.3,2015,Not base on novel
271718,35000000,140795793,2.31767,6.1,2015,Not base on novel
333352,13000000,32848185,2.29573,7.2,2015,Not base on novel
276907,25000000,42972994,2.28135,6.7,2015,Not base on novel
284289,0,45895,2.272044,5.5,2015,Not base on novel
266647,150000000,128388320,2.234573,5.9,2015,Not base on novel
347096,0,0,2.165433,5.1,2015,Not base on novel
308369,0,0,2.141506,7.7,2015,Not base on novel
227973,99000000,246233113,2.140199,6.4,2015,Not base on novel
321741,35000000,48623572,2.121884,6.9,2015,Not base on novel
296100,25000000,52395996,2.096273,6.1,2015,Not base on novel
263472,2500000,5214043,2.080935,4.8,2015,Not base on novel
228205,34000000,63013281,2.070708,7.3,2015,Base on novel
159824,80000000,466183544,2.060162,6.8,2015,Not base on novel
333348,17000000,24000000,2.055572,5.3,2015,Not base on novel
285783,35000000,61181942,2.049886,6.8,2015,Not base on novel
290764,11000000,1863315,2.026651,5.9,2015,Not base on novel
296099,31000000,104384188,2.000338,6.1,2015,Not base on novel
243688,35000000,95437994,1.984529,5.0,2015,Not base on novel
287424,4000000,187112,1.980039,5.1,2015,Not base on novel
301875,0,2000000,1.959765,5.6,2015,Not base on novel
181283,50000000,3324330,1.95632,5.9,2015,Not base on novel
328425,5000000,58978653,1.926739,6.6,2015,Not base on novel
274167,50000000,240360392,1.904898,5.7,2015,Not base on novel
370687,0,0,1.876037,5.4,2015,Not base on novel
307663,10000000,0,1.872696,4.1,2015,Not base on novel
309809,64000000,97571250,1.865007,7.5,2015,Not base on novel
258509,0,233755553,1.841779,5.7,2015,Not base on novel
298382,11930000,18340000,1.82313,6.9,2015,Base on novel
272693,8500000,43528634,1.758618,6.8,2015,Not base on novel
283445,10000000,52882018,1.742286,5.5,2015,Not base on novel
256961,30000000,107597242,1.73518,5.3,2015,Not base on novel
326359,0,0,1.724712,7.0,2015,Not base on novel
254302,0,0,1.661789,5.4,2015,Not base on novel
241251,4000000,50163103,1.651078,3.9,2015,Not base on novel
292040,0,0,1.646664,5.6,2015,Not base on novel
188222,30000000,49263404,1.532997,6.2,2015,Not base on novel
252838,23000000,79799880,1.510096,6.5,2015,Not base on novel
273477,15000000,14860766,1.499614,6.2,2015,Not base on novel
298312,5000000,98450062,1.495112,5.9,2015,Not base on novel
261023,53000000,99775678,1.483246,6.3,2015,Not base on novel
336004,8900000,50136,1.449072,5.4,2015,Not base on novel
287903,15000000,61548707,1.448002,5.9,2015,Not base on novel
182560,20000000,208588,1.443406,5.7,2015,Base on novel
192141,5000000,54418872,1.41239,6.7,2015,Not base on novel
308639,700000,17986781,1.40805,7.3,2015,Not base on novel
261392,28000000,28208085,1.388251,5.9,2015,Not base on novel
304357,11000000,61619773,1.388032,7.3,2015,Not base on novel
297291,0,0,1.38032,4.5,2015,Not base on novel
266294,30000000,105011053,1.376605,5.9,2015,Not base on novel
227719,12000000,32248241,1.360926,6.3,2015,Not base on novel
86828,0,5189646,1.360827,5.8,2015,Not base on novel
287948,25000000,72629670,1.355822,5.3,2015,Not base on novel
201085,55000000,74679822,1.345982,6.4,2015,Not base on novel
277355,0,0,1.342839,5.1,2015,Not base on novel
264999,14800000,122413057,1.338481,6.3,2015,Not base on novel
146301,10000000,78099553,1.338322,5.0,2015,Not base on novel
223485,0,229094,1.329702,6.6,2015,Not base on novel
294016,15000000,8235661,1.316239,7.2,2015,Not base on novel
290751,19500000,32189727,1.315266,6.2,2015,Not base on novel
309245,0,2500431,1.29314,6.4,2015,Not base on novel
228165,74000000,311594032,1.291013,5.7,2015,Not base on novel
272878,20000000,43967255,1.278928,7.0,2015,Not base on novel
263109,0,59700000,1.25358,6.9,2015,Not base on novel
157827,11000000,0,1.251681,6.3,2015,Not base on novel
321751,0,1702433,1.245224,6.3,2015,Not base on novel
266396,40000000,10664749,1.225325,5.6,2015,Not base on novel
277685,1000000,62882090,1.191138,5.6,2015,Not base on novel
268920,35000000,51680201,1.178831,5.5,2015,Not base on novel
280092,10000000,104303851,1.164724,6.3,2015,Not base on novel
193687,0,118483,1.161812,5.5,2015,Base on novel
300803,0,0,1.144808,4.5,2015,Not base on novel
328589,6000000,41387687,1.142518,5.9,2015,Base on novel
228066,40000000,34227298,1.138395,5.5,2015,Not base on novel
378373,0,0,1.128081,7.5,2015,Not base on novel
291270,8000000,3759286,1.125239,6.7,2015,Not base on novel
294963,1800000,0,1.073349,6.3,2015,Not base on novel
241257,0,17671101,1.065888,5.2,2015,Not base on novel
245698,0,0,1.063055,6.6,2015,Not base on novel
353326,0,11472454,1.046518,7.1,2015,Not base on novel
250124,2000000,1477002,1.03839,6.8,2015,Not base on novel
290637,0,0,1.036825,5.3,2015,Not base on novel
244458,0,0,1.02762,6.0,2015,Not base on novel
308504,0,3643591,1.021441,6.3,2015,Not base on novel
157843,15000000,0,0.973316,6.0,2015,Not base on novel
275601,18000000,41325328,0.956096,5.5,2015,Not base on novel
290762,0,0,0.953647,7.2,2015,Not base on novel
251516,630019,0,0.953046,7.7,2015,Not base on novel
324807,0,1936524,0.938432,5.8,2015,Not base on novel
252512,10000000,7587485,0.93762,5.9,2015,Not base on novel
257091,40000000,106511453,0.927339,5.9,2015,Not base on novel
347969,60000000,0,0.913085,4.8,2015,Not base on novel
237756,0,0,0.90686,5.1,2015,Not base on novel
293646,25000000,24902723,0.906036,5.8,2015,Not base on novel
245168,14000000,16002420,0.898296,7.1,2015,Not base on novel
311291,0,0,0.894477,6.0,2015,Not base on novel
301351,6000000,11122090,0.880938,6.2,2015,Not base on novel
248574,0,6075,0.880268,5.5,2015,Not base on novel
225728,0,13192457,0.874641,6.4,2015,Not base on novel
326425,0,16775,0.872149,4.2,2015,Not base on novel
342474,0,0,0.861179,5.2,2015,Not base on novel
277217,0,0,0.848748,6.7,2015,Not base on novel
207936,0,0,0.843174,6.6,2015,Not base on novel
250734,0,30229977,0.842202,6.9,2015,Not base on novel
268238,10000000,85978266,0.832487,6.4,2015,Not base on novel
322456,0,0,0.821443,6.4,2015,Not base on novel
222936,37000000,26250020,0.814206,5.2,2015,Not base on novel
316002,26000000,0,0.813893,3.6,2015,Not base on novel
365806,0,0,0.810667,5.3,2015,Base on novel
10317,28000000,7002261,0.795762,5.7,2015,Not base on novel
334538,0,0,0.792471,5.1,2015,Base on novel
306947,0,231737,0.787969,6.4,2015,Not base on novel
382517,0,0,0.773909,5.6,2015,Not base on novel
310133,0,134552,0.77107,5.5,2015,Not base on novel
288036,0,3214116,0.758133,6.2,2015,Not base on novel
331781,0,8413144,0.738404,7.5,2015,Not base on novel
253161,0,0,0.7299,5.3,2015,Not base on novel
312831,0,0,0.719407,4.9,2015,Not base on novel
316322,0,0,0.714131,5.5,2015,Not base on novel
301846,0,0,0.707355,4.9,2015,Not base on novel
306745,7000000,573335,0.706023,7.1,2015,Not base on novel
332340,0,0,0.70137,6.5,2015,Not base on novel
292431,3000000,695269,0.699932,4.7,2015,Not base on novel
300693,9600000,2541554,0.69957,6.4,2015,Not base on novel
333381,0,0,0.696184,5.0,2015,Not base on novel
256924,10000000,10835752,0.690479,6.6,2015,Not base on novel
253414,15000000,3020664,0.689579,5.1,2015,Not base on novel
254172,2240000,0,0.689571,7.0,2015,Not base on novel
320588,1000000,14444999,0.673792,6.6,2015,Not base on novel
157544,13000000,1784763,0.669351,4.5,2015,Not base on novel
283235,8000000,1411927,0.661471,6.8,2015,Not base on novel
243938,14000000,12314651,0.661163,5.0,2015,Not base on novel
86835,0,0,0.654335,5.7,2015,Not base on novel
309242,0,0,0.649628,5.7,2015,Not base on novel
332502,0,0,0.644786,4.2,2015,Not base on novel
286192,0,0,0.640151,7.3,2015,Not base on novel
338676,0,0,0.606113,5.3,2015,Not base on novel
232572,8000000,35991087,0.602165,5.4,2015,Not base on novel
112454,0,0,0.599751,5.2,2015,Not base on novel
243940,3300000,64110728,0.599655,4.9,2015,Not base on novel
321528,0,0,0.589472,6.8,2015,Not base on novel
317744,8000000,0,0.586735,5.4,2015,Not base on novel
239573,35000000,14431253,0.577814,4.9,2015,Not base on novel
167810,2000000,45431,0.570744,5.7,2015,Not base on novel
334527,7000000,0,0.560744,5.9,2015,Not base on novel
300153,12000000,0,0.560423,5.9,2015,Not base on novel
228203,0,45710059,0.553238,7.4,2015,Not base on novel
278236,0,0,0.547827,6.0,2015,Not base on novel
276839,3000000,0,0.546458,4.9,2015,Not base on novel
326215,6000000,0,0.542568,5.7,2015,Not base on novel
318256,0,0,0.532239,5.9,2015,Not base on novel
299245,100000,42664410,0.532205,5.0,2015,Not base on novel
333344,0,0,0.52985,4.8,2015,Not base on novel
357096,0,0,0.527957,5.0,2015,Not base on novel
309299,0,0,0.526642,6.9,2015,Not base on novel
314385,10000000,3334927,0.524315,5.4,2015,Not base on novel
333596,0,0,0.52025,6.8,2015,Not base on novel
361042,0,0,0.516954,5.1,2015,Not base on novel
353686,0,0,0.515401,5.5,2015,Not base on novel
318954,0,1236094,0.514735,6.2,2015,Not base on novel
289191,0,0,0.513386,4.0,2015,Not base on novel
252164,0,0,0.504828,5.0,2015,Not base on novel
360784,0,0,0.502489,6.5,2015,Not base on novel
336313,0,157768,0.497265,4.3,2015,Not base on novel
240483,21000000,0,0.486351,4.9,2015,Not base on novel
321494,0,0,0.482422,4.7,2015,Not base on novel
264337,0,0,0.475473,6.6,2015,Not base on novel
289716,0,0,0.474788,5.8,2015,Not base on novel
296065,0,0,0.474626,5.6,2015,Not base on novel
337029,0,0,0.473344,4.5,2015,Not base on novel
317952,0,0,0.471393,7.5,2015,Not base on novel
325358,20000000,0,0.471091,4.4,2015,Not base on novel
340275,0,0,0.470124,5.9,2015,Not base on novel
309887,5300000,0,0.467556,5.8,2015,Not base on novel
302429,0,13603453,0.465707,6.1,2015,Not base on novel
253331,9000000,21571189,0.46209,6.7,2015,Not base on novel
293771,0,0,0.459597,4.9,2015,Not base on novel
323373,0,0,0.454151,6.5,2015,Not base on novel
323027,0,0,0.452939,6.9,2015,Not base on novel
297806,13000000,1646788,0.450872,5.6,2015,Not base on novel
253626,0,316472,0.45016,5.7,2015,Not base on novel
354251,0,0,0.444265,6.0,2015,Not base on novel
355338,0,0,0.442835,7.3,2015,Not base on novel
271736,0,3286448,0.442427,5.9,2015,Not base on novel
293970,0,0,0.441882,6.6,2015,Not base on novel
364067,0,0,0.439598,5.4,2015,Not base on novel
318922,0,0,0.438409,5.5,2015,Not base on novel
266639,5000000,2333684,0.435582,5.7,2015,Not base on novel
274504,0,0,0.433073,4.8,2015,Base on novel
244316,10000000,0,0.429892,5.0,2015,Not base on novel
352208,0,0,0.427116,7.2,2015,Not base on novel
283587,6000000,90777,0.424813,7.5,2015,Base on novel
311539,0,0,0.423161,5.6,2015,Not base on novel
283596,0,0,0.412877,5.7,2015,Base on novel
250225,1000000,0,0.412503,5.8,2015,Not base on novel
307479,0,0,0.409698,4.4,2015,Not base on novel
339145,0,0,0.405095,6.2,2015,Not base on novel
308638,447524,771317,0.402236,4.2,2015,Not base on novel
327528,0,830129,0.396791,6.8,2015,Not base on novel
306964,0,0,0.393642,5.3,2015,Base on novel
362185,0,0,0.391326,5.4,2015,Not base on novel
94365,0,0,0.386529,3.5,2015,Not base on novel
291272,0,0,0.382997,5.5,2015,Not base on novel
324963,0,0,0.71289,7.0,2015,Not base on novel
342927,0,0,0.378836,3.8,2015,Not base on novel
361159,0,0,0.37668,3.3,2015,Not base on novel
351964,0,0,0.374853,5.9,2015,Not base on novel
362057,0,0,0.372889,5.0,2015,Not base on novel
137333,0,0,0.371145,6.1,2015,Not base on novel
57876,5000000,0,0.369529,4.4,2015,Not base on novel
339533,0,0,0.369108,3.7,2015,Not base on novel
306482,0,0,0.367434,5.8,2015,Not base on novel
245846,10000000,17472,0.365901,5.0,2015,Not base on novel
330112,0,0,0.329164,5.9,2015,Not base on novel
322766,0,0,0.359826,5.4,2015,Not base on novel
361931,0,0,0.357654,6.5,2015,Not base on novel
318224,0,0,0.357614,7.8,2015,Not base on novel
309503,0,0,0.357567,5.5,2015,Not base on novel
348811,0,0,0.356519,4.9,2015,Not base on novel
310135,0,0,0.354624,6.6,2015,Not base on novel
355111,0,0,0.350858,6.3,2015,Not base on novel
335866,0,0,0.350599,6.1,2015,Not base on novel
335970,0,0,0.347797,4.2,2015,Not base on novel
366142,0,0,0.344994,5.9,2015,Not base on novel
310121,0,7449681,0.344549,6.2,2015,Not base on novel
324308,0,494506,0.574031,6.2,2015,Not base on novel
326923,0,0,0.339297,5.9,2015,Not base on novel
356842,0,0,0.511431,5.9,2015,Not base on novel
339530,0,0,0.336453,5.1,2015,Not base on novel
331190,2000000,2801508,0.336107,5.7,2015,Not base on novel
395883,0,0,0.333656,4.7,2015,Not base on novel
356300,0,0,0.332921,4.7,2015,Not base on novel
218784,0,70958,0.330968,5.6,2015,Not base on novel
310137,0,0,0.330484,5.4,2015,Not base on novel
342917,0,0,0.329776,6.1,2015,Not base on novel
296130,0,0,0.327066,4.2,2015,Not base on novel
327418,0,0,0.32705,5.8,2015,Not base on novel
328869,0,0,0.324515,6.4,2015,Not base on novel
329829,0,0,0.390188,6.1,2015,Not base on novel
330544,0,0,0.322653,5.9,2015,Not base on novel
299551,0,0,0.32264,5.3,2015,Not base on novel
207270,0,0,0.30035,4.2,2015,Not base on novel
284286,0,3447633,0.307395,5.9,2015,Not base on novel
340816,0,0,0.305916,5.8,2015,Not base on novel
331446,0,0,0.301343,4.5,2015,Not base on novel
351901,0,0,0.300128,4.5,2015,Not base on novel
357681,0,0,0.198522,8.0,2015,Not base on novel
333657,0,4444,0.299427,6.3,2015,Not base on novel
336845,0,0,0.298861,6.3,2015,Not base on novel
343795,5000000,4842699,0.298751,5.7,2015,Not base on novel
294562,0,0,0.298628,5.6,2015,Not base on novel
297556,3500000,0,0.404363,6.5,2015,Not base on novel
316885,0,0,0.291244,5.7,2015,Not base on novel
228973,0,0,0.290424,5.8,2015,Not base on novel
359305,0,0,0.309811,7.8,2015,Not base on novel
329004,0,0,0.286266,6.4,2015,Not base on novel
330127,0,0,0.278583,5.8,2015,Not base on novel
323694,0,0,0.277844,4.8,2015,Not base on novel
334028,0,0,0.277613,3.9,2015,Not base on novel
354924,1000000,0,0.277035,4.6,2015,Not base on novel
291865,0,0,0.261932,6.1,2015,Not base on novel
334531,20000000,0,0.261717,6.9,2015,Not base on novel
324803,0,0,0.260045,3.9,2015,Not base on novel
309304,600000,7087452,0.259794,5.6,2015,Not base on novel
306966,0,0,0.256542,5.3,2015,Not base on novel
226458,0,0,0.256286,4.6,2015,Not base on novel
339148,0,0,0.255458,5.4,2015,Not base on novel
347754,0,0,0.248964,4.4,2015,Not base on novel
317144,0,0,0.247595,6.4,2015,Not base on novel
338928,0,2642899,0.247426,5.3,2015,Not base on novel
291189,0,0,0.246609,5.0,2015,Not base on novel
309425,0,0,0.245948,7.4,2015,Not base on novel
287689,0,0,0.24495,6.4,2015,Not base on novel
325189,0,0,0.243691,6.4,2015,Not base on novel
298582,1500000,0,0.243321,7.2,2015,Not base on novel
301228,1500000,0,0.242078,4.4,2015,Not base on novel
343934,0,0,0.242,5.6,2015,Not base on novel
282313,0,0,0.154846,5.1,2015,Not base on novel
300542,0,0,0.236709,5.6,2015,Not base on novel
318044,0,0,0.22758,7.7,2015,Not base on novel
316715,0,0,0.224797,6.2,2015,Not base on novel
323370,0,0,0.21789,4.3,2015,Not base on novel
337958,0,0,0.355707,7.0,2015,Not base on novel
333674,0,0,0.217288,5.8,2015,Not base on novel
301728,0,0,0.215864,5.0,2015,Not base on novel
256030,0,0,0.214563,3.3,2015,Not base on novel
300666,0,0,0.21254,6.2,2015,Not base on novel
373558,0,0,0.209036,7.6,2015,Not base on novel
329205,0,0,0.230913,4.9,2015,Not base on novel
321769,0,0,0.207133,6.9,2015,Not base on novel
251471,650000,0,0.206155,6.5,2015,Not base on novel
174340,0,0,0.205318,6.7,2015,Not base on novel
309298,0,0,0.204356,4.0,2015,Not base on novel
285840,0,0,0.203224,6.0,2015,Not base on novel
321109,0,0,0.201696,7.8,2015,Not base on novel
341886,0,0,0.260306,4.0,2015,Not base on novel
311615,0,0,0.198261,5.3,2015,Not base on novel
333873,0,0,0.197788,5.5,2015,Not base on novel
293941,0,0,0.195324,5.3,2015,Not base on novel
294132,0,104507,0.193323,5.1,2015,Not base on novel
301629,0,0,0.193063,4.8,2015,Not base on novel
331592,0,0,0.19254,5.3,2015,Not base on novel
342464,0,0,0.191534,7.0,2015,Not base on novel
316410,0,0,0.334085,3.1,2015,Not base on novel
106845,9500000,0,0.13631,4.7,2015,Not base on novel
323966,0,0,0.179636,4.6,2015,Not base on novel
354857,3000000,0,0.087904,7.4,2015,Not base on novel
333653,0,0,0.176744,5.4,2015,Not base on novel
75861,3400000,0,0.253949,6.9,2015,Not base on novel
323272,3000000,67790117,0.731022,6.9,2015,Not base on novel
343921,0,0,0.168354,4.4,2015,Not base on novel
361671,0,0,0.129455,7.2,2015,Not base on novel
346494,0,0,0.16414,7.4,2015,Not base on novel
321974,0,0,0.162526,7.5,2015,Not base on novel
359255,0,0,0.158021,3.5,2015,Not base on novel
355178,0,0,0.157172,7.5,2015,Not base on novel
310491,0,0,0.156851,3.5,2015,Not base on novel
319096,0,0,0.154161,4.7,2015,Not base on novel
360341,0,0,0.150713,6.4,2015,Not base on novel
329556,1000000,0,0.14964,5.7,2015,Not base on novel
241927,0,0,0.14811,3.5,2015,Not base on novel
321668,0,0,0.145945,4.1,2015,Not base on novel
315024,0,0,0.145489,5.7,2015,Not base on novel
324253,0,0,0.143042,7.0,2015,Not base on novel
395560,1300000,0,0.142759,5.3,2015,Not base on novel
308084,0,0,0.266117,7.0,2015,Not base on novel
327029,0,0,0.138353,7.4,2015,Not base on novel
249916,0,0,0.138068,5.8,2015,Not base on novel
244563,0,0,0.137133,6.2,2015,Not base on novel
320996,0,0,0.126594,6.6,2015,Not base on novel
312797,0,0,0.126187,5.8,2015,Not base on novel
295595,0,0,0.11303,7.2,2015,Not base on novel
371758,0,0,0.112284,7.7,2015,Base on novel
317981,0,0,0.11096,5.5,2015,Not base on novel
333103,0,0,0.110136,7.0,2015,Not base on novel
319076,0,0,0.109689,7.0,2015,Not base on novel
355131,0,0,0.108072,7.5,2015,Not base on novel
332839,0,0,0.106757,4.2,2015,Not base on novel
362434,0,0,0.101543,5.1,2015,Not base on novel
316761,0,0,0.101426,7.3,2015,Not base on novel
321160,0,0,0.10091,6.5,2015,Not base on novel
347944,0,0,0.09779,3.8,2015,Not base on novel
279972,0,0,0.097214,5.4,2015,Not base on novel
362439,0,0,0.093462,4.6,2015,Not base on novel
355600,0,0,0.093212,7.3,2015,Not base on novel
308447,0,0,0.090238,5.5,2015,Not base on novel
348035,0,0,0.090045,6.7,2015,Not base on novel
298032,0,0,0.088912,4.0,2015,Not base on novel
371833,0,0,0.088764,5.3,2015,Base on novel
365717,0,0,0.082569,6.1,2015,Not base on novel
321594,0,0,0.082444,7.7,2015,Not base on novel
307931,0,1301696,0.081956,6.9,2015,Not base on novel
332706,0,0,0.080974,4.8,2015,Not base on novel
333377,0,44695,0.080754,7.8,2015,Not base on novel
275696,0,0,0.079491,3.8,2015,Not base on novel
326247,0,0,0.078363,3.8,2015,Not base on novel
318973,0,0,0.077252,6.7,2015,Not base on novel
273899,13500000,187674,0.076109,5.6,2015,Not base on novel
345468,0,0,0.073883,5.0,2015,Not base on novel
269033,10,0,0.070776,3.3,2015,Not base on novel
318225,0,0,0.0608,7.2,2015,Not base on novel
352552,0,0,0.054828,6.8,2015,Not base on novel
343981,0,0,0.052542,6.0,2015,Not base on novel
319067,1000000,0,0.051262,7.2,2015,Not base on novel
332177,0,0,0.051107,5.9,2015,Not base on novel
347258,0,0,0.037487,4.7,2015,Not base on novel
312793,0,0,0.037147,3.9,2015,Not base on novel
306943,0,0,0.079539,4.0,2015,Not base on novel
324325,0,0,0.034534,7.4,2015,Not base on novel
321640,0,0,0.033378,8.4,2015,Not base on novel
309919,2000000,0,0.056244,4.2,2015,Not base on novel
330916,0,0,0.030113,6.8,2015,Not base on novel
273599,0,0,0.030005,6.5,2015,Not base on novel
253303,0,13684,0.025288,6.1,2015,Not base on novel
356846,0,0,0.025252,7.0,2015,Not base on novel
367735,0,0,0.01705,6.7,2015,Not base on novel
157336,165000000,621752480,24.949134,8.0,2014,Not base on novel
118340,170000000,773312399,14.311205,7.9,2014,Not base on novel
100402,170000000,714766572,12.971027,7.6,2014,Not base on novel
245891,20000000,78739897,11.422751,7.0,2014,Not base on novel
131631,125000000,752100229,10.739009,6.6,2014,Not base on novel
122917,250000000,955119788,10.174599,7.1,2014,Not base on novel
177572,165000000,652105443,8.691294,7.8,2014,Not base on novel
205596,14000000,233555708,8.110711,8.0,2014,Not base on novel
198663,34000000,348319861,7.137273,7.0,2014,Base on novel
194662,18000000,103215094,6.907148,7.3,2014,Not base on novel
210577,61000000,369330363,6.438727,7.9,2014,Base on novel
228150,68000000,211817906,6.415818,7.4,2014,Not base on novel
181533,127000000,349424282,6.286692,6.1,2014,Not base on novel
157350,85000000,288747895,6.14502,6.9,2014,Base on novel
127585,250000000,746000000,6.052479,7.6,2014,Not base on novel
240832,40000000,463360063,5.947136,6.3,2014,Not base on novel
98566,125000000,477200000,5.787396,5.8,2014,Not base on novel
225886,40000000,126069509,5.701683,5.3,2014,Not base on novel
242582,8500000,38697217,5.522641,7.6,2014,Not base on novel
91314,210000000,245500000,4.983782,5.9,2014,Not base on novel
120467,30000000,174600318,4.93082,7.9,2014,Not base on novel
244786,3300000,13993093,4.780419,8.2,2014,Not base on novel
119450,170000000,708200000,4.452507,7.4,2014,Not base on novel
156022,55000000,192330738,4.145209,7.2,2014,Not base on novel
227159,42000000,106645357,4.105685,6.1,2014,Not base on novel
102382,200000000,705717432,4.101979,6.6,2014,Not base on novel
137113,178000000,370541256,3.990452,7.7,2014,Not base on novel
228967,44000000,11305175,3.989231,6.1,2014,Not base on novel
190859,58800000,542307423,3.863074,7.5,2014,Not base on novel
147441,140000000,268031828,3.81374,5.6,2014,Not base on novel
124905,160000000,529076069,3.689601,6.2,2014,Not base on novel
102651,180000000,758410378,3.582315,7.0,2014,Not base on novel
254904,15000000,32556119,3.573028,6.0,2014,Not base on novel
242512,5000000,102529779,3.489314,4.9,2014,Not base on novel
82702,145000000,609123048,3.489106,7.7,2014,Not base on novel
270303,2000000,13500000,3.393741,6.6,2014,Not base on novel
138103,90000000,206172544,3.34625,6.2,2014,Not base on novel
137106,60000000,469160692,3.327799,7.5,2014,Not base on novel
72784,13000000,0,3.280948,6.4,2014,Not base on novel
68737,95000000,114178613,3.260581,5.1,2014,Not base on novel
266856,15000000,121201940,3.170271,7.8,2014,Not base on novel
193893,17000000,136621271,3.14993,6.4,2014,Not base on novel
49017,70000000,215529201,3.028769,6.1,2014,Not base on novel
270946,132000000,373552094,3.007018,6.5,2014,Not base on novel
224141,50000000,212902372,2.996038,5.6,2014,Not base on novel
53182,110000000,337580051,2.979181,6.1,2014,Not base on novel
227156,25000000,66980456,2.881991,6.3,2014,Not base on novel
187017,50000000,188441614,2.805019,7.0,2014,Not base on novel
169917,28000000,53181600,2.777996,6.2,2014,Base on novel
116149,55000000,259207227,2.721864,7.1,2014,Base on novel
284276,7000000,2360281,2.692691,6.1,2014,Not base on novel
212778,11000000,45967935,2.67235,7.2,2014,Not base on novel
238636,9000000,108782847,2.611251,6.6,2014,Not base on novel
218043,16000000,19682924,2.601775,3.8,2014,Not base on novel
85350,4000000,44349000,2.595951,7.6,2014,Not base on novel
241239,20000000,12007070,2.576396,6.4,2014,Not base on novel
184315,100000000,243400000,2.549403,5.6,2014,Not base on novel
